unique_ID_1,snap_wave1,imputed_snap_wave1,snap_wave2,imputed_snap_wave2,snap_wave3,imputed_snap_wave3,wave ID,marital status,sex,hispanic origin,race,education,citizenship,snap,employment,state,age,imputed_snap
038285073584_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,40,FALSE
038285121246_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,75,FALSE
038285126935_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,83,FALSE
038285126935_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,56,FALSE
038285135383_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,56,FALSE
038285135383_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,52,FALSE
038285136995_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Never married,Female,Non hispanic,Black,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",District of Columbia,61,FALSE
038285136995_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",District of Columbia,73,FALSE
038285136995_103,Not SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Never married,Female,Non hispanic,Black,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",District of Columbia,30,FALSE
038285256762_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,44,FALSE
038285256762_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,51,FALSE
038285274925_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,63,FALSE
038285274925_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,63,FALSE
038285285061_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,70,FALSE
038285285375_101,SNAP covered,FALSE,SNAP covered,FALSE,Not SNAP covered,FALSE,4,Separated,Female,Non hispanic,Black,Less than high school,US citizen,SNAP covered,"With a job entire month, worked all weeks",District of Columbia,54,FALSE
038285285552_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,90,FALSE
038285285862_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,Black,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",District of Columbia,66,FALSE
038285302138_101,Not SNAP covered,FALSE,SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Hispanic,Black,Less than high school,Non US citizen,SNAP covered,"No job all month, on layoff or looking for work all weeks",Kentucky,37,FALSE
038285302138_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Hispanic,Black,Less than high school,Non US citizen,Not SNAP covered,"With a job all month, absent from work without pay 1+ weeks, absence not due to layoff",Kentucky,34,FALSE
038285302196_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,53,FALSE
038285302420_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Divorced,Female,Non hispanic,Black,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,68,FALSE
038285320565_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,77,FALSE
038285320565_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,80,FALSE
038285323772_104,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Tennessee,23,FALSE
038285382085_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Texas,74,FALSE
038285382195_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,88,FALSE
038285382232_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,81,FALSE
038285382232_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,78,FALSE
038285382829_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,79,FALSE
038285382925_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,88,FALSE
038285403232_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,Other,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,27,FALSE
038285403232_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,30,FALSE
038285415420_101,SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,Black,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,43,FALSE
038285415440_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,59,FALSE
038285415772_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Florida,76,FALSE
038285415772_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Florida,83,FALSE
038285421195_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,44,FALSE
038285421925_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,59,FALSE
038285438138_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,67,FALSE
038285438138_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,69,FALSE
038285438509_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,79,FALSE
038285438509_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,76,FALSE
038285438804_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,54,FALSE
038285472196_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,64,FALSE
038285472196_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,20,FALSE
038285472420_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,87,FALSE
038285500552_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,67,FALSE
038285508195_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,High school,US citizen,SNAP covered,"With a job entire month, worked all weeks",Alabama,28,FALSE
038285508232_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,64,FALSE
038285508829_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,56,FALSE
038285508829_102,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,48,FALSE
038285527161_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,26,FALSE
038285527177_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,79,FALSE
038285527177_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,79,FALSE
038285527246_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,"Married, spouse absent",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,32,FALSE
038285552160_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Never married,Female,Non hispanic,Other,High school,US citizen,SNAP covered,"With a job entire month, worked all weeks",Alabama,41,FALSE
038285552198_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,63,FALSE
038285552198_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, on layoff or looking for work all weeks",Alabama,61,FALSE
038285552324_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Never married,Female,Non hispanic,Black,High school,US citizen,SNAP covered,"No job all month, on layoff or looking for work all weeks",District of Columbia,37,FALSE
038285552324_102,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Never married,Male,Non hispanic,Black,High school,US citizen,SNAP covered,"With a job entire month, worked all weeks",District of Columbia,21,FALSE
038285552324_103,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Never married,Male,Non hispanic,Black,High school,US citizen,SNAP covered,"No job all month, on layoff or looking for work all weeks",District of Columbia,19,FALSE
038285555074_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,Black,Bachelor's degree,Non US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,49,FALSE
038285555074_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,41,FALSE
038285555373_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oregon,33,FALSE
038285555447_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,33,FALSE
038285555447_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,31,FALSE
038285555475_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,57,FALSE
038285555475_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,58,FALSE
038285555676_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oregon,80,FALSE
038285555676_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oregon,64,FALSE
038285555737_101,SNAP covered,FALSE,SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oregon,33,TRUE
038285555737_102,SNAP covered,FALSE,SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oregon,34,TRUE
038285555882_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Virginia,65,FALSE
038285555882_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,65,FALSE
038285597447_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,57,FALSE
038285597447_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,54,TRUE
038285597621_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Tennessee,70,FALSE
038285597676_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Male,Non hispanic,Black,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oregon,87,FALSE
038285597689_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oregon,27,FALSE
038285597971_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,Asian,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",North Carolina,58,FALSE
038285597971_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,Asian,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",North Carolina,60,FALSE
038285597971_103,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,27,FALSE
038285604447_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,43,FALSE
038285604447_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,45,FALSE
038285604516_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Divorced,Female,Hispanic,White,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Oregon,68,FALSE
038285604516_102,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Oregon,48,FALSE
038285604591_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Virginia,63,FALSE
038285604613_101,SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oregon,29,FALSE
038285604631_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Oregon,53,FALSE
038285604676_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oregon,82,FALSE
038285604737_101,SNAP covered,FALSE,SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oregon,22,FALSE
038285604887_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oregon,50,FALSE
038285604887_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Washington,49,FALSE
038285610440_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,65,FALSE
038285610440_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Male,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,59,FALSE
038285610554_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Separated,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kentucky,70,FALSE
038285635189_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,59,FALSE
038285635751_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Divorced,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,52,FALSE
038285648688_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Widowed,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,76,FALSE
038285662061_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,Black,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,57,FALSE
038285662061_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,Black,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,65,FALSE
038285662784_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,34,FALSE
038285723040_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,59,FALSE
038285723040_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,61,FALSE
038285723554_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,White,Bachelor's degree,Non US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kentucky,39,FALSE
038285726177_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Never married,Female,Non hispanic,Black,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,64,FALSE
038285726246_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Widowed,Female,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,57,FALSE
038285726565_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,35,FALSE
038285726565_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,30,FALSE
038285783018_101,Not SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Widowed,Male,Non hispanic,Black,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,59,FALSE
038285783318_101,SNAP covered,FALSE,SNAP covered,FALSE,SNAP covered,FALSE,4,Never married,Female,Non hispanic,Black,Less than high school,US citizen,SNAP covered,"With a job entire month, worked all weeks",Alabama,33,FALSE
038285810177_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse absent",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,60,FALSE
038285810762_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,Never married,Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,57,FALSE
038285824177_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,54,FALSE
038285824177_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,57,FALSE
038285824383_101,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Alabama,65,FALSE
038285824383_102,Not SNAP covered,FALSE,Not SNAP covered,FALSE,Not SNAP covered,FALSE,4,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Alabama,66,FALSE
