unique_ID_1,snap_wave1,imputed_snap_wave1,wave ID,marital status,sex,hispanic origin,race,education,citizenship,snap,employment,state,age,imputed_snap,SNAP_wave1,SNAP
000860359183_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,88,FALSE,No,No
000860359334_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,Black,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,88,FALSE,No,No
000860359334_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,79,FALSE,No,No
000860359392_101,SNAP covered,FALSE,2,Divorced,Female,Non hispanic,Black,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,50,FALSE,Yes,Yes
000860359489_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,74,FALSE,No,No
000860359567_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,74,FALSE,No,No
000860359567_102,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,45,FALSE,No,No
000860359567_103,Not SNAP covered,FALSE,2,Divorced,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,43,FALSE,No,No
000860359594_101,SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,16,FALSE,Yes,Yes
000860359594_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,75,FALSE,No,No
000860359594_103,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,79,FALSE,No,No
000860359594_104,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,40,FALSE,No,No
000860359594_106,SNAP covered,FALSE,2,Separated,Female,Non hispanic,White,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,39,FALSE,Yes,Yes
000860359954_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job at least 1 but not all weeks, no time on layoff and no time looking for work",Delaware,72,FALSE,No,No
000860359954_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,74,FALSE,No,No
000860359954_103,SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Postgraduate degree,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,49,FALSE,Yes,Yes
000860382149_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,43,FALSE,No,No
000860400630_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,81,FALSE,No,No
000860400660_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,74,FALSE,No,No
000860400831_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,40,FALSE,No,No
000860400831_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,41,FALSE,No,No
000860400831_103,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,19,FALSE,No,No
000860400831_104,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, on layoff or looking for work all weeks",Oklahoma,16,FALSE,No,No
000860403294_101,SNAP covered,FALSE,2,"Married, spouse absent",Female,Non hispanic,White,High school,US citizen,SNAP covered,"With a job entire month, worked all weeks",Oklahoma,27,FALSE,Yes,Yes
000860403294_102,SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,High school,US citizen,SNAP covered,"With a job entire month, worked all weeks",Oklahoma,44,FALSE,Yes,Yes
000860403660_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,36,FALSE,No,No
000860403660_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,48,FALSE,No,No
000860403660_103,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, on layoff or looking for work all weeks",Oklahoma,16,FALSE,No,No
000860406010_102,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Vermont,16,FALSE,No,No
000860406071_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",New Hampshire,29,FALSE,No,No
000860406193_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Vermont,48,FALSE,No,No
000860406431_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,62,FALSE,No,No
000860406486_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Montana,79,FALSE,No,No
000860406619_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,87,FALSE,No,No
000860406643_101,SNAP covered,FALSE,2,Divorced,Female,Non hispanic,Other,High school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Vermont,60,FALSE,Yes,Yes
000860406692_101,Not SNAP covered,FALSE,2,"Married, spouse absent",Female,Hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,52,FALSE,No,No
000860406692_102,Not SNAP covered,FALSE,2,"Married, spouse absent",Male,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,54,FALSE,No,No
000860406773_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,63,FALSE,No,No
000860406884_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Vermont,64,FALSE,No,No
000860406884_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Vermont,63,FALSE,No,No
000860408149_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,76,FALSE,No,No
000860408149_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Other,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,70,FALSE,No,No
000860408259_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,36,FALSE,No,No
000860408259_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,41,FALSE,No,No
000860408259_103,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,15,FALSE,No,No
000860408294_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,38,FALSE,No,No
000860408294_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,48,FALSE,No,No
000860408294_103,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,16,FALSE,No,No
000860408630_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,Other,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,57,FALSE,No,No
000860408630_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Other,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,50,FALSE,No,No
000860408660_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,61,FALSE,No,No
000860408660_102,Not SNAP covered,FALSE,2,Widowed,Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,83,FALSE,No,No
000860408831_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,Asian,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,50,FALSE,No,No
000860408831_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Asian,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,49,FALSE,No,No
000860408831_103,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Asian,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,20,FALSE,No,No
000860415097_101,SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Some college,US citizen,SNAP covered,"No job all month, on layoff or looking for work all weeks",Montana,48,FALSE,Yes,Yes
000860415284_101,SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Some college,US citizen,SNAP covered,"With a job entire month, worked all weeks",Montana,28,FALSE,Yes,Yes
000860415988_101,Not SNAP covered,FALSE,2,Widowed,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Montana,82,FALSE,No,No
000860418173_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,Some college,US citizen,SNAP covered,"With a job entire month, worked all weeks",Oklahoma,35,FALSE,No,Yes
000860418240_101,SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,High school,US citizen,SNAP covered,"With a job entire month, worked all weeks",Kansas,35,FALSE,Yes,Yes
000860418258_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Vermont,67,FALSE,No,No
000860418258_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Vermont,68,FALSE,No,No
000860418360_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,23,FALSE,No,No
000860418360_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,25,FALSE,No,No
000860418584_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,67,FALSE,No,No
000860418772_101,Not SNAP covered,FALSE,2,Divorced,Female,Hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,49,FALSE,No,No
000860418772_102,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,54,FALSE,No,No
000860438058_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Montana,32,FALSE,No,No
000860438301_101,Not SNAP covered,FALSE,2,Divorced,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Montana,64,FALSE,No,No
000860438486_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Montana,62,FALSE,No,No
000860438486_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Montana,68,FALSE,No,No
000860450932_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,Black,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Missouri,20,FALSE,No,No
000860472060_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,67,FALSE,No,No
000860472284_101,SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Montana,32,FALSE,Yes,Yes
000860472284_102,SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,SNAP covered,"With a job entire month, worked all weeks",Montana,41,FALSE,Yes,Yes
000860472486_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Montana,49,FALSE,No,No
000860472486_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Montana,48,FALSE,No,No
000860472486_103,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Montana,16,FALSE,No,No
000860472831_101,Not SNAP covered,FALSE,2,Widowed,Male,Non hispanic,Other,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,80,FALSE,No,No
000860494373_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,42,FALSE,No,No
000860508294_101,Not SNAP covered,FALSE,2,Divorced,Female,Non hispanic,Other,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,32,FALSE,No,No
000860508294_103,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Other,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,16,FALSE,No,No
000860508831_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,68,FALSE,No,No
000860508831_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,65,FALSE,No,No
000860508944_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,76,FALSE,No,No
000860508944_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Hispanic,Other,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,75,FALSE,No,No
000860527547_101,Not SNAP covered,FALSE,2,Divorced,Female,Non hispanic,Black,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,62,FALSE,No,No
000860527547_102,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Black,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,16,FALSE,No,No
000860527568_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,66,FALSE,No,No
000860527568_102,Not SNAP covered,FALSE,2,Divorced,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,60,FALSE,No,No
000860527602_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,70,FALSE,No,No
000860527967_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,44,FALSE,No,No
000860527967_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,48,FALSE,No,No
000860533067_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,73,FALSE,No,No
000860533067_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,73,FALSE,No,No
000860533676_101,Not SNAP covered,FALSE,2,Divorced,Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,55,FALSE,No,No
000860533676_102,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,46,TRUE,No,No
000860533737_101,Not SNAP covered,FALSE,2,Widowed,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,85,FALSE,No,No
000860533887_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Oklahoma,73,FALSE,No,No
000860533887_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,80,FALSE,No,No
000860552159_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,48,FALSE,No,No
000860552159_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,48,FALSE,No,No
000860552183_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,42,FALSE,No,No
000860552183_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,42,FALSE,No,No
000860552247_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Vermont,25,FALSE,No,No
000860552247_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Vermont,28,FALSE,No,No
000860552324_101,Not SNAP covered,FALSE,2,Separated,Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,45,TRUE,No,No
000860552537_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,30,FALSE,No,No
000860552537_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,36,FALSE,No,No
000860597138_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Hispanic,White,Less than high school,Non US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,47,FALSE,No,No
000860597138_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,49,FALSE,No,No
000860597138_103,Not SNAP covered,FALSE,2,Never married,Male,Hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,19,FALSE,No,No
000860597138_104,Not SNAP covered,FALSE,2,Never married,Female,Hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,16,FALSE,No,No
000860597196_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,58,FALSE,No,No
000860597196_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,61,FALSE,No,No
000860597584_101,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,68,FALSE,No,No
000860604138_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,28,FALSE,No,No
000860604138_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Hispanic,White,Some college,Non US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,32,FALSE,No,No
000860610630_101,SNAP covered,FALSE,2,Never married,Female,Non hispanic,Other,Less than high school,US citizen,SNAP covered,"No job all month, no time on layoff and no time looking for work",Oklahoma,54,FALSE,Yes,Yes
000860625070_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,66,FALSE,No,No
000860625134_101,Not SNAP covered,FALSE,2,Widowed,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,80,FALSE,No,No
000860625465_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Black,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,56,FALSE,No,No
000860625465_102,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,Other,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,18,FALSE,No,No
000860625746_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,58,FALSE,No,No
000860625746_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,59,FALSE,No,No
000860625765_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,79,FALSE,No,No
000860625765_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,79,FALSE,No,No
000860648547_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,22,FALSE,No,No
000860688054_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,68,FALSE,No,No
000860688054_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Delaware,67,FALSE,No,No
000860688954_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,Black,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,37,FALSE,No,No
000860688954_102,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,Black,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Delaware,39,FALSE,No,No
000860689692_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,39,FALSE,No,No
000860689692_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,39,FALSE,No,No
000860689773_101,Not SNAP covered,FALSE,2,Widowed,Female,Non hispanic,Other,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,72,FALSE,No,No
000860726267_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Bachelor's degree,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,62,FALSE,No,No
000860726267_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,60,FALSE,No,No
000860726919_101,Not SNAP covered,FALSE,2,"Married, spouse present",Male,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,50,FALSE,No,No
000860726919_102,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Postgraduate degree,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Kansas,49,FALSE,No,No
000860726919_103,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,High school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,20,FALSE,No,No
000860726919_104,Not SNAP covered,FALSE,2,Never married,Female,Non hispanic,White,Less than high school,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,16,FALSE,No,No
000860810097_101,Not SNAP covered,FALSE,2,Divorced,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Montana,51,FALSE,No,No
000860810097_102,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,High school,US citizen,Not SNAP covered,"With a job entire month, worked all weeks",Montana,29,FALSE,No,No
000860810116_101,Not SNAP covered,FALSE,2,Widowed,Male,Non hispanic,Black,Postgraduate degree,US citizen,Not SNAP covered,"With a job at least 1 but not all weeks, some weeks on layoff or looking for work",Kansas,75,FALSE,No,No
000860810301_101,Not SNAP covered,FALSE,2,Never married,Male,Non hispanic,White,Some college,US citizen,Not SNAP covered,"With a job at least 1 but not all weeks, no time on layoff and no time looking for work",Montana,29,FALSE,No,No
000860810547_101,Not SNAP covered,FALSE,2,"Married, spouse present",Female,Non hispanic,White,Some college,US citizen,Not SNAP covered,"No job all month, no time on layoff and no time looking for work",Kansas,81,FALSE,No,No
